Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Soundcloud Streams,Shazam Counts,TIDAL Popularity,Explicit Track,Album Cover URL
"Nathy Peluso: Bzrp Music Sessions, Vol. 36","Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,11/27/2020,UYB282001011,2615,27.6,286381494,54422,8157305,61,445932496,5316366,517875,137985248,1257208158,19505413,37,3999,52,19,73121,8,221741,747,,1435096,,0,https://i.scdn.co/image/ab67616d0000b273559e8529d086f60e1752930b
Wild as Her,Wild as Her,Corey Kent,03-04-2022,TCAGA2290354,2614,27.6,180186017,32769,6038439,66,36595510,280859,33689,1974569,23448462,2792,23,187197,111,4,976,11,113592411,13103,,670748,,0,https://i.scdn.co/image/ab67616d0000b273b7bc2317e2a8bf5fe0a52eea
Summertime Sadness (Sped Up),Summertime Sadness (Sped Up),Lana Del Rey,05-04-2022,GBUM72206500,2613,27.6,68235585,10765,7466559,59,444569952,2796117,671,220759,1468789,1411876789,1,173,,1,27653,8,74530,127,,33174,,0,https://i.scdn.co/image/ab67616d0000b273a8b0e2778ba0735358d45223
GHOST TOWN,GHOST TOWN,Benson Boone,10/15/2021,USWB12103472,2612,27.6,382177076,65369,34887197,66,78537068,806081,146179,60677641,629205287,968287446,46,105931,115,22,651078,14,27159277,7396,,1864419,,0,https://i.scdn.co/image/ab67616d0000b273cc04ff3e70e146ba9abacf40
Beautiful (feat. Camila Cabello),Beautiful (feat. Camila Cabello),Bazzi,08-02-2018,USAT21810504,2611,27.6,737482160,55335,17510051,66,419937796,4019192,3214979,189904593,2189766597,207282014,52,19601,,25,52812,16,22073894,13492,,4647023,,0,https://i.scdn.co/image/ab67616d0000b27305559264ebef3889709826cf
Break Free,Pop Party 13,Ariana Grande,01-01-2014,USUM71409719,2610,27.6,899830382,96199,41829450,70,1288704058,6983846,131095,50779178,371404445,171606029,123,86551,204,65,813444,22,240308987,115959,,7374291,,0,https://i.scdn.co/image/ab67616d0000b2734ba1c73e08db2c003a78e148
Acapulco,Acapulco,Jason Derulo,09-03-2021,USAT22102812,2608,27.6,442260324,67318,33339871,65,83588626,799248,42377,35703303,310298540,865166511,65,129690,160,34,1756415,18,47696206,7006,1797110,,,0,https://i.scdn.co/image/ab67616d0000b27354bdca52fa6d58a84bf7c28d
Casa Mia,Casa Mia,Ghali,02-07-2024,ITQ002400008,2607,27.7,55157600,3119,3112859,74,41112701,322239,,,,195777143,19,15737,,1,8291,15,4515,,,269837,,0,https://i.scdn.co/image/ab67616d0000b273933392412e7443f3a4cb2775
Antidepresan,Antidepresan,Mert Demir,11-04-2022,USA2P2247676,2605,27.7,172362945,25648,5961079,62,164304790,644688,293300,15092029,428987615,7986595,13,20439,,3,1567627,,,,,903938,,0,https://i.scdn.co/image/ab67616d0000b273b2e4a1ea8a6708fc23f26e4a
FREAK,YUQ1,YUQI,4/23/2024,KRA392400004,2604,27.7,9956970,918,11306595,66,28265816,825743,,3714416,16415876,,6,95,8,2,1891,7,,,,22273,,0,https://i.scdn.co/image/ab67616d0000b2736f99ccfe83f1eabd15ad3a14
Opp Stoppa (feat. 21 Savage),Opp Stoppa (feat. 21 Savage),YBN Nahmir,1/22/2021,USAT22100132,2603,27.7,246949197,80591,7682255,64,62144315,935278,5645,715700,4922539,101060286,19,4210,,22,419,,4954305,6168,32395833,209692,,1,https://i.scdn.co/image/ab67616d0000b2731d58cc1747d729aee98efe77
Thank You for Being You,Thank You for Being You,OctaSounds,09-07-2022,SGB502236932,2602,27.7,2248788,739,35130,43,1577614,20317,2863057,70652797,1050704352,,,3,,,,,,,,109624,,0,https://i.scdn.co/image/ab67616d0000b273ef6361964f61471ef6e4cbc4
Crocodile Tearz,Might Delete Later,J. Cole,04-05-2024,USUG12402403,2600,27.7,37057985,5769,25367830,,7966475,130502,,,,5801422,12,101,,1,1070810,17,4380830,498,,88038,,1,https://i.scdn.co/image/ab67616d0000b273b5e99d6177971707e6cd04f5
Back to Me,VULTURES 1,Kanye West,02-09-2024,QZ7XS2400005,2599,27.7,77403728,13507,6358959,,5768907,96404,,268900,1600000,453047,10,500,,4,58110,,,,,139433,,1,https://i.scdn.co/image/ab67616d0000b2736a4753885f8de374c6ff1240
Fisherrr,Fisherrr - Single,Cash Cobain,2/28/2024,NL8RL2403852,2598,27.7,9215777,2816,3862691,28,12076033,245565,,5321778,40589924,68208595,13,12552,41,,,7,72082,237,2362661,286190,,1,https://i.scdn.co/image/ab67616d0000b273c4d684ea1803eb66c3ef04e4
Double Fantasy (with Future),Double Fantasy,The Weeknd,4/21/2023,USUG12302627,2597,27.7,180940067,36631,14272823,66,51093878,753208,4000,5091663,47997951,12311591,31,8147,27,10,290434,11,6271165,1216,1442615,,,1,https://i.scdn.co/image/ab67616d0000b273c7d6fe09dfe4af1580e59705
PICK IT UP (feat. A$AP Rocky),Pick It Up (feat. A$AP Rocky),Famous Dex,10/20/2017,QMCE31701365,2595,27.7,577534277,47818,8308985,58,,,,,,,16,,,14,11210,6,104549598,63629,113164126,2097008,,1,https://i.scdn.co/image/ab67616d0000b27324ef7429ba82789623ae8b14
Mary On A Cross,Seven Inches Of Satanic Panic,Ghost,9/13/2019,USC4R1902750,2594,27.7,589145587,130464,19387390,71,235289339,3294641,81149,90157158,569986027,443194,38,12737,19,16,143067,25,2115178,13819,3607934,3769063,,0,https://i.scdn.co/image/ab67616d0000b2734b54d2a72484832db80a0fe9
PLIS,PLIS,Camilo,02-06-2024,USSD12400017,2593,27.7,37814314,2461,22699959,,21688661,208161,202354,19478404,336367149,185050927,11,12642,,27,1668327,11,821286,112,,117790,,0,https://i.scdn.co/image/ab67616d0000b2737006456f86dfcbae0b9f0ff9
Rise,Rise,Jonas Blue,5/25/2018,GBUM71802109,2592,27.7,872518334,93636,18157143,64,681562909,4154352,23063,2845186,36403946,418778843,98,62237,16,55,1280746,18,28442862,15750,,5306138,,0,https://i.scdn.co/image/ab67616d0000b2735b6bcc59c3562a6f362344c6
Go Fuck Yourself,First Steps,Two Feet,7/29/2016,DEVF11600016,2591,27.7,649191183,160382,29032760,68,645296970,8887252,795603,151017071,1557145950,101434951,11,1173,,13,151243,,85462774,63886,,7233385,,1,https://i.scdn.co/image/ab67616d0000b273488f7916bcb14082e1acb101
Jungle,Jungle,Alok,9/22/2023,DEE862301476,2590,27.7,111266488,19017,69287736,,10259020,89765,5925,409916,17703236,,33,45605,80,54,1289949,9,1532504,260,,670189,,0,https://i.scdn.co/image/ab67616d0000b273119e86ab31abf9323008dc1c
Dhaniya Ae Jaan,Dhaniya Ae Jaan,Pawan Singh,9/14/2023,ING642306994,2589,27.8,5842217,191,173325,,180823113,1072157,,,,182061559,,,,,,,,,,9082,,0,https://i.scdn.co/image/ab67616d0000b2734e1a0d3f8cd751fe5e599a61
FERXXO 151,FERXXO 151,Feid,8/25/2023,USUM72312300,2587,27.8,106899723,23959,10822808,64,54351042,362313,34200,3566805,44045683,22628351,15,2942,24,15,751335,12,485490,175,,195030,,0,https://i.scdn.co/image/ab67616d0000b2731e76d5d8c654a8f5e640392b
Young And Beautiful,Music From Baz Luhrmann's Film The Great Gatsby,Lana Del Rey,01-01-2013,GBUM71301823,2586,27.8,1256488099,158078,59355964,80,721653474,5562953,301881,104232046,881937736,1185793007,85,7063,38,53,345045,38,437188269,353499,1084712,6185418,,0,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f
Rolex,Rolex,Ayo & Teo,1/13/2017,USUYG1126838,2585,27.8,491358577,7067,1642096,,1050086757,10196796,,,,199660421,,,,1,35535,,106302056,571084,,,,0,https://i.scdn.co/image/ab67616d0000b27379dbd95fbdf6b0d617bd32dd
Heaven,Kane Brown (Deluxe Edition),Kane Brown,10-06-2017,USRN11700088,2584,27.8,492361216,43773,13627930,66,697287853,3494761,107020,5665191,74609105,474602562,46,3,35,6,48525,27,394651147,237908,,,,0,https://i.scdn.co/image/ab67616d0000b273c7ee084acfc2d7ca0b112b5c
Lovin On Me,Lovin On Me - Single,Jack Harlow,11-10-2023,USAT22311372,2583,27.8,669206771,4166,982289,,,,,,,,59,29951,,4,82197,,,,,,,0,https://i.scdn.co/image/ab67616d0000b273fcf4adae77baba5d0169e8e8
That Girl,That Girl,Amrinder Gill,5/24/2024,CBEGD2400001,2582,27.8,4128853,234,2317956,62,11272889,177421,,,,19904542,10,16,,,,,,,233545,10176,,0,https://i.scdn.co/image/ab67616d0000b273abcb472dfb5a3c55f95d2324
La Vida Sin Ti,La Vida Sin Ti,Rels B,4/22/2024,UYB282476005,2581,27.8,50171337,3367,20131086,74,9998588,151631,,,,764121,15,418,,8,173353,18,7872,9,,101871,,0,https://i.scdn.co/image/ab67616d0000b2736a78a042e38096089d60841a
Back for More (with Anitta),Back for More (with Anitta),TOMORROW X TOGETHER,9/15/2023,USA2P2342327,2580,27.8,93990459,8050,7207941,,112494830,3245862,55727,53080335,296861046,313625362,9,4542,530,14,490711,15,520450,225,,182465,,0,https://i.scdn.co/image/ab67616d0000b273120b1c20ac6c8ff9452ee4d8
United In Grief,Mr. Morale & The Big Steppers,Kendrick Lamar,5/13/2022,USUM72208961,2578,27.8,246425341,81509,7710812,71,38465606,807082,108559,43090164,342828836,34138596,5,732,11,3,15986,6,2364415,2500,,1169011,,1,https://i.scdn.co/image/ab67616d0000b273d7fb3e4c63020039d1cff6b2
Bejeweled,Midnights,Taylor Swift,10/21/2022,USUG12205715,2577,27.8,536110386,32472,22834672,71,19011964,168023,791802,171672855,1573795763,120036973,46,6686,84,5,282241,46,12812687,11319,118548,361280,,0,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
Bombonzinho - Ao Vivo,Bombonzinho (Ao Vivo),Israel & Rodolffo,11-03-2022,BRRGE2200815,2576,27.9,343704935,21379,13592125,61,208025693,659040,176878,8502888,153392985,699848365,22,6760,,35,1242324,12,1634,,,206908,,0,https://i.scdn.co/image/ab67616d0000b2738f9c368d8d0f5792ffc5d38e
Dilemma,Nellyville (Explicit Version),Nelly,6/25/2002,USUR10200370,2573,27.9,859999247,170136,65334656,74,1639732381,8770296,199632,36725930,368297203,965108329,116,173135,86,63,1211577,36,1097430738,414836,12481497,10809090,,1,https://i.scdn.co/image/ab67616d0000b273a8b9f97b9ea065b9a857e93f
My wrist (with Young Thug),My wrist (with Young Thug),Yeat,5/26/2023,USUM72307802,2572,27.9,83393310,32703,6521059,64,14159412,193138,1618,985058,9909365,1602,10,288,57,3,30356,,310482,567,7298891,180040,,1,https://i.scdn.co/image/ab67616d0000b2731bb60fb52332db117f194f6e
IT GIRL - Sped up Version,IT GIRL (Sped up Version),Aliyah's Interlude,9/30/2023,QZTB22394231,2570,27.9,23708233,7125,3235480,,,,883600,344205330,3090790304,,2,110,382,2,28927,1,124021,300,,363715,,1,https://i.scdn.co/image/ab67616d0000b27377a2eb10950ecaa511d486b7
The Man He Sees in Me,The Man He Sees in Me,Luke Combs,06-06-2024,US6XF2400108,2569,27.9,5942861,766,17968556,71,417205,14380,,,,156,24,50,,6,22284,32,1140678,189,3844,14609,,0,https://i.scdn.co/image/ab67616d0000b27317b23f31a918e6566a947f44
Mil Preguntas,Mil Preguntas - Single,The La Planta,03-07-2024,BK4DA2407011,2567,27.9,27026914,2367,8527648,70,46888149,156738,,,,141902141,2,530,,6,326442,8,,,,63178,,0,https://i.scdn.co/image/ab67616d0000b273d21d598efb489861d04c4f69
Khodni,Khodni - Single,AL SHAMI,5/16/2024,LBA132400598,2566,27.9,916695,97,384024,,19150049,391641,,,,2606582,4,51,,1,11587,,,,,16597,,0,https://i.scdn.co/image/ab67616d0000b273fb30175b4335b30051831457
Can't Get Enough,Can't Get Enough,Jennifer Lopez,01-10-2024,QMRSZ2301148,2565,27.9,9293098,1348,2545397,,19200761,262872,6015,5065489,1752700,2407922034,16,70306,57,6,5901816,9,888313,305,,294615,,1,https://i.scdn.co/image/ab67616d0000b273c143e6093a326a73d1a19570
Snowman,Snowman,Sia,11-09-2017,USAT21704212,2561,28,947770190,123852,25500657,69,417814325,6867798,1972101,644731553,5479108705,315447931,128,16029,93,55,984795,39,8852953,36244,,5574595,,0,https://i.scdn.co/image/ab67616d0000b273d1410c1372fab1e516328fa8
Strip That Down (feat. Quavo),Strip That Down,Liam Payne,5/18/2017,GBUM71701628,2560,28,1000549809,86051,18285158,63,503776997,5263027,348584,29551464,181309829,14264191,99,53738,101,38,236519,19,320956633,141834,,7058362,,0,https://i.scdn.co/image/ab67616d0000b273373a46efca570f83dd78313f
Terminator,Terminator,King Promise,05-05-2023,GBARL2300512,2559,28,34026239,8723,6659055,58,56469190,290499,1047639,28395882,391501573,57032887,23,3290,4,2,5829,,351027,246,,527365,,0,https://i.scdn.co/image/ab67616d0000b2733ddfe04bd28abd451fa26b44
Stolen Dance,Die Ultimative Chartshow - Hits 2013,Milky Chance,01-01-2013,DEL211300741,2558,28,1460945792,331171,51661945,76,224150562,1926122,677541,194210296,2134365963,389692,83,36736,115,111,1223193,21,,,,24485799,,0,https://i.scdn.co/image/ab67616d0000b2732001bc1b4dd82d06631fcb9e
Azul,Colores,J Balvin,3/19/2020,USUM72001731,2557,28,489654759,60072,13255516,63,478807073,3205287,731500,39869163,491920895,34068017,92,14340,41,28,1649348,21,52380337,11309,,994262,,0,https://i.scdn.co/image/ab67616d0000b27335692baca45542527d742d0d
Fast Forward,GAME PLAN,JEON SOMI,08-07-2023,KSA002301968,2556,28,88499180,9715,3943924,59,134376601,256505,58748,54797372,291191318,48337673,16,1383,33,8,271497,23,190079,291,,258644,,0,https://i.scdn.co/image/ab67616d0000b2736adf6b9ff59d4b0a568a3896
Satu Rasa Cinta,Satu Rasa Cinta,Fira Cantika,12/16/2022,IDA601902645,2555,28,,1,3,,1858910,8964,2400948,5143214,133463784,,,,,,,,,,,,,0,https://i.scdn.co/image/ab67616d0000b273b4c9a2d179f89fe304acf594
Set Me Free Pt.2,Set Me Free Pt.2,Jimin,3/17/2023,USA2P2251867,2554,28,350802342,12581,16368476,76,150660549,5807332,182865,104841360,494628703,166154392,5,2402,,24,4592140,8,2552268,686,,437897,,1,https://i.scdn.co/image/ab67616d0000b2734f4ec2c2a865569bd4a067a4
Ice Attack,WE DON'T TRUST YOU,Future,3/22/2024,USSM12402029,2553,28,38912003,9619,2346613,,3915932,59814,,,,1596946,4,46,,1,41760,,459198,307,,58111,,1,https://i.scdn.co/image/ab67616d0000b273a46b07c291e6dfdee13b3ee8
Orang Yang Salah - Sped Up Version,Orang Yang Salah (Sped Up Version),Luvia band,9/20/2023,IDA192303865,2552,28,3900009,239,152396,,2001200,23163,1200000,21126908,529234742,,,,,,,,,,,21387,,0,https://i.scdn.co/image/ab67616d0000b2734c5e6ebf26176512d896d271
LOCATION,LOCATION,KAROL G,02-12-2021,USUM72023897,2551,28,236644328,36130,7600107,50,525752748,3073337,182529,34209228,329180615,25193373,56,29536,18,17,120355,36,9793641,3562,,962269,,1,https://i.scdn.co/image/ab67616d0000b273ae28c8f2748587cc2a33d6c2
Rumah Singgah,Rumah Singgah,Fabio Asher,05-05-2022,SGB502214308,2550,28,239624643,13095,3228030,67,228923419,1210579,1205145,227531657,3306847230,45889,11,7479,,,,,,,,142151,,0,https://i.scdn.co/image/ab67616d0000b2731ac2060277574d5710223b20
Hurricane,Donda,Kanye West,8/29/2021,USUM72116311,2549,28,404497617,108795,16231758,62,45337894,615908,20272,10266783,91838300,506294,51,33710,185,16,456029,24,11239141,5307,,1304734,,0,https://i.scdn.co/image/ab67616d0000b273cad190f1a73c024e5a40dddd
Kalkatiya Raja,Kalkatiya Raja,Pawan Singh,9/22/2023,DGA092395791,2545,28.1,8607782,231,175674,,171883395,997466,,2661,36029,,,,,,,,,,,14483,,0,https://i.scdn.co/image/ab67616d0000b273a3c0f1b7839dd291bf039bca
Daisy,Daisy,Ashnikko,07-09-2020,GBAYE2000596,2543,28.1,509353753,87580,20339605,63,231541575,3846027,893392,124467502,842856226,1767008,45,14716,112,21,15708,3,18916451,32263,,2842135,,1,https://i.scdn.co/image/ab67616d0000b27311b63834a1a557cc77403458
JACKIE BROWN,WASTELAND,Brent Faiyaz,07-08-2022,QM24S2203177,2542,28.1,247386146,57298,14371239,70,48937559,461922,25012,12211067,119045728,129119126,21,2377,553,5,494840,1,13188304,5989,7098189,1184981,,1,https://i.scdn.co/image/ab67616d0000b27369f63a842ea91ca7c522593a
Waiting for the End,Papercuts,Linkin Park,04-12-2024,USWB12401899,2541,28.1,160127218,5,55,,,,,,,,,,,,,,,,,1451466,,0,https://i.scdn.co/image/ab67616d0000b273ca5e606335bea5cf5bbdbea3
Talk talk,BRAT,Charli xcx,06-07-2024,USAT22401345,2540,28.1,6446985,830,35947142,,201264,3929,,9765,78500,,52,156,,27,1854240,85,190049,20,34613,4307,,0,https://i.scdn.co/image/ab67616d0000b27355a1e72ba425c60a02a9bb47
Never Going Home,Summer 2021,Kungs,4/28/2021,FR9W12110749,2539,28.1,304069347,89224,17836102,63,87407927,580798,20117,6207518,94926621,80707655,89,117243,24,53,959302,18,675312,417,948433,5206645,,0,https://i.scdn.co/image/ab67616d0000b273b494febf43e3a001e4d03af6
Drippy,Drippy,Sidhu Moose Wala,02-02-2024,INU252412475,2537,28.1,39891157,2503,5333908,,68785789,2273476,,,,238867734,6,165,,,,14,,,,67474,,1,https://i.scdn.co/image/ab67616d0000b273d20559cc286e592ebf0240c8
Halloween,Halloween,Blood Dance,10-06-2022,CAENV2255241,2534,28.2,7332,45,1692,2,416430705,7483560,,,,,,1,,,,,,,,152,,0,https://i.scdn.co/image/ab67616d0000b27312d559b9ea0add41009439ea
Impossible,Impossible - Single,RIIZE,4/18/2024,KRA302400078,2533,28.2,16327372,987,16575491,69,29637408,364827,5892,11035987,64226700,,21,291,30,6,21219,25,19003,18,,39544,,0,https://i.scdn.co/image/ab67616d0000b27369ad639dd6829cb2414a53f9
Mirame,Mirame - Single,Blessd,4/17/2024,QZZ3N2400057,2532,28.2,24345826,1758,36846830,72,22781812,162339,,,,22448661,21,334,,11,1615702,10,69725,41,,155799,,1,https://i.scdn.co/image/ab67616d0000b273813dd84caa42f3c2b2402cde
Recognize (feat. Drake),PARTYNEXTDOOR TWO,PARTYNEXTDOOR,7/29/2014,USWB11401866,2531,28.2,275465440,58725,10964599,65,290207058,1533113,64277,8127616,53454696,12422822,30,334,8,14,2315,7,305888690,68800,140184475,2030167,,1,https://i.scdn.co/image/ab67616d0000b2736cfa297b0178fd91dca5c4f1
Highs & Lows,Highs & Lows,Prinz,06-02-2023,GBARL2300644,2530,28.2,64747926,19758,4733486,63,30831455,515719,726042,24154119,304170641,848300,4,756,,8,81597,2,476637,6463,,434423,,0,https://i.scdn.co/image/ab67616d0000b273894566ddc3cd818049dedd3a
Remember,Club House,Becky Hill,4/23/2021,GBUM72102420,2529,28.2,453644642,78241,59982572,67,68753113,442500,14109,6520234,86516663,1081753404,135,227360,583,64,505344,27,3974042,1957,,1721093,,0,https://i.scdn.co/image/ab67616d0000b273fe3a09ccabe5f5e6646f7512
El Rescate,El Rescate - Single,Grupo Marca Registrada,7/22/2022,USDXS2202347,2528,28.2,391773238,34952,16586286,69,133887895,711785,431726,98990436,1102477168,6037,7,19,,1,186322,8,36067031,3703,,840393,,1,https://i.scdn.co/image/ab67616d0000b273af38123583d53e6b861d61ee
MEMORIAS,Microdosis,Mora,04-01-2022,QM4TX2252943,2527,28.2,359336745,67125,16316500,70,143505182,823971,20600,9094523,82205989,340159905,38,8665,170,4,54118,14,367017,319,,868434,,0,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad
Pantysito,Pantysito,Alejo,3/18/2022,USUG12201485,2526,28.2,332175085,63085,23635638,66,119541325,763188,378000,93005063,866018385,213451655,37,20428,108,17,1616786,36,3756960,524,,616074,,1,https://i.scdn.co/image/ab67616d0000b27303a184c19d99418042ddf68a
I Can Do It With a Broken Heart,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,USUG12401053,2525,28.2,250430303,648,818594,,,,,,,,55,,,,,,,,,,,0,https://i.scdn.co/image/ab67616d0000b2735076e4160d018e378f488c33
brutal,SOUR,Olivia Rodrigo,5/21/2021,USUG12101242,2524,28.2,639900946,87550,20272841,73,147309966,3536634,180855,114118319,774173668,56822531,41,8153,85,8,43721,21,17091110,32850,278311,820892,,1,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a
Here's Your Perfect,Here's Your Perfect,Jamie Miller,4/30/2021,USAT22101294,2523,28.2,418998816,42598,8678739,69,349432726,3317953,810145,216927258,1962424177,1152785855,40,19753,,6,6309,,1401958,1877,,1072765,,0,https://i.scdn.co/image/ab67616d0000b2730f77b506b28aa892702cc101
Andas En Mi Cabeza,Bachatas Mix,Chino & Nacho,4/22/2017,FR2X41775359,2522,28.2,,,,,1820176345,4950177,,,,316643997,,,,,,,,,,,,0,https://i.scdn.co/image/ab67616d0000b2736df5cc472d61a635abab06cf
Daylight,For All The Dogs,Drake,10-06-2023,USUG12306070,2521,28.2,78417212,26088,13353722,,4514270,53581,4865,4204924,38589807,,7,374,43,,,,1294581,1122,2871573,152693,,1,https://i.scdn.co/image/ab67616d0000b2737d384516b23347e92a587ed1
Rich Flex,Her Loss,Drake,11-03-2022,USUG12208614,2520,28.2,811888874,5471,1026240,46,34057109,415396,,,,,23,224115,,,,,,,,,,0,https://i.scdn.co/image/ab67616d0000b273851222dc5c5681bd4c3119d3
Lovefool,Lovefool,twocolors,05-08-2020,DEUM72001376,2519,28.2,359757970,73161,29218709,62,216865947,1581781,621587,49479727,658030330,25128259,149,181538,,65,2659118,8,33047274,4223,,4918636,,0,https://i.scdn.co/image/ab67616d0000b273985af358f1143c69e4d56701
Self Care,Self Care,Mac Miller,7/13/2018,USWB11801215,2516,28.3,687861392,156992,21060151,70,497604866,3052127,56852,19118562,193776994,40752198,,873,,11,32411,35,37793881,33506,,,,1,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d
Poco A Poco,Poco A Poco - Single,Xavi,9/23/2023,USA2P2344729,2514,28.3,283079113,15570,15950378,82,41149970,328843,84726,9560738,60287119,,7,118,,11,13607485,3,4030323,2105,,271176,,0,https://i.scdn.co/image/ab67616d0000b2738ecc33f195df6aa257c39eaa
The Alchemy,THE TORTURED POETS DEPARTMENT,Taylor Swift,4/18/2024,USUG12401042,2513,28.3,106201248,2992,15108991,,5521347,70034,,,,,19,290,,11,226234,47,2070315,1695,,24502,,0,https://i.scdn.co/image/ab67616d0000b273de88a62b44d6c0b2dda333a3
BED,BED,Joel Corry,2/26/2021,UK4ZF2100069,2512,28.3,480737112,91401,37879799,66,55185277,280740,90700,11811407,149754997,1432752,185,199418,60,124,487788,36,6887843,1178,,2464219,,0,https://i.scdn.co/image/ab67616d0000b273b06c09b9f72389ee7f1cbd6b
Karma,Midnights (3am Edition),Taylor Swift,10/21/2022,USUG12205729,2510,28.3,777305444,2358,643308,47,83446,3275,,,,,17,281124,,,,,,,,,,0,https://i.scdn.co/image/ab67616d0000b273175c577a61aa13d4fb4b6534
Mama,Mama,Jonas Blue,05-05-2017,GBUM71701777,2509,28.3,955563174,89780,18075056,67,929090173,5061750,29802,16031731,85857976,262705725,103,59537,,96,388298,7,27583329,14884,,7735883,,0,https://i.scdn.co/image/ab67616d0000b2735b6bcc59c3562a6f362344c6
Out of Time,The Highlights (Deluxe),The Weeknd,02-05-2021,USUG12106689,2507,28.3,451878749,78793,18239674,70,221123432,2660730,23842,20880385,233301151,3022110413,41,114661,709,17,330997,21,2975758,4342,,1722436,,0,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
